,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
12722,101999,0,1,2,1,76500.0,284400.0,19003.5,225000.0,1,1,1,1,-12589,-2085,-389,-3666,3,0,10,0.2855570054912585,0.11658984652982847,0.6528965519806539,1596731,1,-1721,-1729.0,4344255.0,4344255.0,3,4344255.0,21150.0,22198.5,0.0,21150.0,6,18,-1754,6.0,2,365243.0,-1721.0,-1564.0,0.0
12731,182166,0,1,1,2,157500.0,1078200.0,38331.0,900000.0,1,1,1,2,-11393,-384,-5043,-3417,4,8,4,0.2559290767824932,0.4545881316744994,0.5082869913916046,2062706,2,-1095,-1101.0,5155.92,5155.92,3,5155.92,26095.5,24646.5,2610.0,26095.5,3,9,-1156,6.0,2,365243.0,-1125.0,-970.0,0.0
12736,299291,0,2,1,1,144000.0,292500.0,14625.0,292500.0,1,1,1,1,-14985,-8091,-7757,-4122,4,5,3,0.6329856313946722,0.5576281430749196,0.475849908720221,2597616,17,-496,-527.0,7672.77,580725.0,3,7672.77,148495.5,148495.5,0.0,148495.5,5,4,-1007,24.0,3,365243.0,-976.0,-277.0,0.0
12737,289443,0,1,2,1,157500.0,436032.0,28516.5,360000.0,1,1,1,1,-9919,-1183,-2668,-28,3,10,19,0.35361059257988603,0.2858978721410488,0.7136313997323308,2341570,1,-234,-260.0,3690.18,3690.18,3,3690.18,36058.5,36360.0,7213.5,36058.5,4,2,-265,12.0,1,365243.0,-234.0,-171.0,0.0
12740,160638,0,1,2,1,405000.0,540000.0,52735.5,540000.0,1,2,1,1,-12764,-777,-1382,-2320,4,0,2,0.8052357340958227,0.4588963291247791,0.7862666146611379,2681665,1,-930,-940.0,4863.87,4863.87,3,4863.87,43740.0,43740.0,0.0,43740.0,3,0,-961,10.0,3,365243.0,-930.0,-649.0,0.0
12745,102631,0,1,1,2,225000.0,1546020.0,45202.5,1350000.0,2,2,1,1,-10298,-1860,-560,-2855,5,2,4,0.34619522399426783,0.6363799848572097,0.4101025731788671,2795045,1,-572,-585.0,18045.45,18045.45,3,18045.45,220950.0,176760.0,44190.0,220950.0,4,4,-603,12.0,1,365243.0,-572.0,-502.0,0.0
12751,270003,0,1,2,1,166500.0,922500.0,27103.5,922500.0,3,2,1,1,-21175,365243,-3758,-4472,2,10,8,0.9107050975523676,0.19421511211361847,0.6430255641096323,1411774,5,-363,-418.0,9934.02,9934.02,3,9934.02,113247.0,113247.0,0.0,113247.0,6,0,-514,12.0,4,365243.0,-483.0,-295.0,0.0
12759,266366,1,1,2,1,112500.0,545040.0,25407.0,450000.0,1,1,1,1,-15781,-1453,-3663,-4701,6,4,4,0.4638703098314784,0.18175798083001127,0.18411615593071512,2385929,5,-269,-300.0,4378.41,4378.41,3,4378.41,40270.5,44523.0,0.0,40270.5,6,5,-421,12.0,1,365243.0,-389.0,-147.0,0.0
12760,224097,0,1,2,1,225000.0,1008000.0,36337.5,1008000.0,2,2,1,1,-13822,-6054,-2973,-5710,1,11,4,0.7102636394634596,0.2549925233159029,0.4135967602644276,2476491,6,-2115,-2127.0,10258.56,10258.56,1,10258.56,112500.0,123637.5,0.0,112500.0,1,7,-2296,18.0,2,365243.0,-2265.0,-1751.0,0.0
12768,181310,0,2,2,3,54000.0,202500.0,10125.0,202500.0,1,1,1,1,-13775,-2562,-3970,-4428,6,2,10,0.6877208979412393,0.462248416468582,0.5495965024956946,2596091,2,-410,-418.0,13606.47,13606.47,3,13606.47,131850.0,145773.0,0.0,131850.0,4,4,-471,12.0,3,365243.0,-440.0,-104.0,0.0
12770,233119,0,2,2,1,157500.0,405000.0,20250.0,405000.0,2,1,1,1,-17063,-1880,-8208,-587,2,4,2,0.5903580005099179,0.4541164760143041,0.11911906455945008,2331102,8,-395,-397.0,18730935.0,18730935.0,3,18730935.0,224995.5,195439.5,45000.0,224995.5,3,8,-636,12.0,3,365243.0,-605.0,-268.0,0.0
12774,224637,0,1,2,2,112500.0,545040.0,26640.0,450000.0,1,1,1,1,-13636,-2695,-928,-4047,3,2,4,0.5435198260943003,0.4288070038757747,0.7076993447402619,1705803,5,-2423,-2469.0,3916.35,3916.35,3,3916.35,32620.5,29358.0,3262.5,32620.5,6,12,-2580,10.0,2,365243.0,-2543.0,-2299.0,0.0
12777,271076,0,1,2,3,171000.0,365175.0,17892.0,301500.0,2,1,1,1,-11227,-1855,-92,-1000,4,10,16,0.624888903668272,0.4869444382285484,0.2580842039460289,2204472,2,-480,-490.0,36042795.0,36042795.0,3,36042795.0,433980.0,476946.0,0.0,433980.0,2,7,-541,18.0,1,365243.0,-510.0,-207.0,0.0
12778,117743,0,1,2,1,225000.0,790830.0,57676.5,675000.0,1,1,1,1,-17543,-3306,-9165,-1072,5,2,18,0.5101050051348429,0.7177918338912812,0.7180328113294772,1295316,3,-1008,-1038.0,6000795.0,6000795.0,3,6000795.0,33930.0,29430.0,4500.0,33930.0,5,0,-1120,6.0,2,365243.0,-1068.0,-971.0,0.0
12782,138840,0,1,1,3,135000.0,78192.0,8140.5,67500.0,1,3,1,1,-14182,-3648,-8175,-4714,1,3,9,0.31854432307009706,0.5691762817134944,0.6006575372857061,1394473,6,-1626,-1630.0,2370.87,2370.87,3,2370.87,19530.0,18954.0,4500.0,19530.0,7,12,-1807,12.0,2,365243.0,-1776.0,-1443.0,0.0
12785,144114,0,1,1,1,157500.0,497520.0,39438.0,450000.0,1,1,2,3,-9268,-691,-3459,-1857,6,1,44,0.12315932414016248,0.5276143795553556,0.4974688893052743,2388875,8,-641,-633.0,7686405.0,7131.24,3,7686405.0,110587.5,115290.0,11061.0,110587.5,6,3,-882,18.0,3,365243.0,-851.0,-363.0,0.0
12787,211049,0,2,2,2,67500.0,202500.0,10125.0,202500.0,1,1,1,1,-12075,-2943,-6109,-4592,3,4,18,0.2845283876686493,0.5402873804771751,0.501075160239048,1176180,7,-78,-135.0,5103765.0,5103765.0,3,5103765.0,49455.0,54679.5,0.0,49455.0,7,5,-290,12.0,3,365243.0,-258.0,365243.0,0.0
12795,110658,0,1,2,1,180000.0,360000.0,23004.0,360000.0,2,1,4,1,-14324,-1301,-8196,-2411,1,22,4,0.5684304923751937,0.7411571038037089,0.4830501881366946,1122480,6,-1403,-1368.0,13578.84,18.36,3,13560.48,70411.5,66505.5,7042.5,70411.5,2,1,-1584,6.0,2,365243.0,-1553.0,-1362.0,0.0
12796,130730,0,1,1,1,135000.0,183384.0,19876.5,162000.0,2,1,1,1,-12612,-1753,-6512,-2388,4,3,2,0.2649090699232857,0.6601571943169848,0.7826078370261895,1596661,6,-1030,-1042.0,8450775.0,8450775.0,3,8450775.0,81441.0,81094.5,7650.0,81441.0,2,1,-1213,12.0,1,365243.0,-1180.0,-844.0,0.0
12801,110203,0,1,2,2,247500.0,1285569.0,68625.0,1215000.0,1,1,1,1,-13632,-7044,-2732,-4629,7,11,3,0.5868947738180822,0.5936622415938175,0.4561097392782771,1846677,3,-1000,-1014.0,10407.96,10407.96,3,10407.96,91084.5,89185.5,9112.5,91084.5,1,11,-1091,10.0,1,365243.0,-1060.0,-784.0,0.0
12802,264273,0,1,2,1,180000.0,518463.0,24300.0,364500.0,1,2,2,2,-10568,-1928,-2735,-243,1,3,12,0.5245304334085246,0.3100076427595792,0.7490217048463391,2567959,1,-565,-579.0,16017795.0,16017795.0,3,16017795.0,75145.5,60115.5,15030.0,75145.5,7,7,-596,4.0,1,365243.0,-565.0,-498.0,0.0
12812,105122,0,1,2,1,67500.0,495000.0,27639.0,495000.0,1,1,1,1,-18894,-5718,-3115,-2011,4,6,6,0.6195426770104986,0.6637635186770858,0.6109913280868294,1466068,4,-1237,-1242.0,9606.06,9606.06,3,9606.06,50922.0,46471.5,6642.0,50922.0,4,8,-1358,6.0,2,365243.0,-1327.0,-1200.0,0.0
12818,127806,0,1,2,1,81000.0,286704.0,12276.0,247500.0,2,1,1,1,-17926,-399,-3474,-1485,5,6,48,0.4375958929740439,0.2631435910213423,0.31703177858344445,1151652,7,-1455,-1450.0,19771.02,19771.02,3,19771.02,197730.0,177957.0,19773.0,197730.0,5,7,-1666,10.0,3,365243.0,-1635.0,-1349.0,0.0
12820,216174,0,1,2,1,270000.0,1125000.0,47794.5,1125000.0,1,2,1,1,-13418,-2443,-827,-4547,5,6,12,0.6138300054335154,0.7057022697057274,0.6626377922738201,2154563,9,-1168,-1173.0,33679.8,33679.8,3,33679.8,396000.0,356400.0,39600.0,396000.0,1,10,-1439,12.0,3,365243.0,-1408.0,-1132.0,0.0
12825,153655,0,2,2,1,292500.0,675000.0,33750.0,675000.0,1,2,1,1,-15918,-2178,-1146,-5890,7,9,12,0.7994194722574391,0.6427214865316639,0.7726311345553628,2356118,1,-933,-963.0,9910.71,9910.71,3,9910.71,99632.25,89689.5,9942.75,99632.25,7,12,-973,12.0,2,365243.0,-933.0,-805.0,0.0
12828,206017,0,1,1,1,180000.0,424255.5,27243.0,346500.0,1,1,2,1,-10484,-2672,-428,-2984,4,0,31,0.14819556012580393,0.13077805468086345,0.6545292802242897,1639106,3,-896,-902.0,4799925.0,4799925.0,3,4799925.0,22176.0,23346.0,0.0,22176.0,4,11,-987,6.0,2,365243.0,-956.0,-829.0,0.0
12832,171380,0,1,2,3,112500.0,1078200.0,34911.0,900000.0,1,2,1,1,-11336,-2762,-257,-3994,1,1,5,0.4527621280749649,0.5108191808592711,0.6801388218428291,1187944,3,-1976,-1985.0,2531.7,2531.7,3,2531.7,36535.5,25317.0,13500.0,36535.5,6,5,-2067,12.0,1,365243.0,-2036.0,-1702.0,0.0
12835,128660,0,1,2,1,91350.0,675000.0,32602.5,675000.0,2,1,4,1,-14556,-3533,-2930,-5011,1,3,4,0.5938058913773013,0.5563925004881127,0.3441550073724169,1817354,2,-820,-825.0,7413.12,7413.12,3,7413.12,28512.0,28512.0,0.0,28512.0,7,9,-883,4.0,4,365243.0,-850.0,-783.0,0.0
12841,264703,0,1,2,1,112500.0,781920.0,25839.0,675000.0,1,1,4,1,-17853,-716,-5012,-1407,3,1,2,0.3215856510672951,0.7107541248073208,0.6925590674998008,1011592,2,-998,-1013.0,10931.4,10931.4,3,10931.4,60862.5,57262.5,6300.0,60862.5,5,12,-1062,6.0,1,365243.0,-1028.0,-871.0,0.0
12846,164248,0,1,2,2,153000.0,495000.0,29070.0,495000.0,2,2,5,1,-14926,-2886,-3577,-5017,2,6,4,0.6354197759065654,0.4993786577564345,0.6479768603302221,2295585,5,-2044,-2050.0,6990165.0,6990165.0,3,6990165.0,58860.0,57343.5,5886.0,58860.0,5,5,-2195,10.0,1,365243.0,-2164.0,-1976.0,1.0
12847,228061,0,2,2,1,81000.0,180000.0,9000.0,180000.0,1,1,2,2,-7802,-996,-7757,-463,6,2,2,0.3987720885473679,0.652150107697957,0.17044612304522816,1792675,11,-116,-124.0,5428125.0,5428125.0,3,5428125.0,119853.0,119853.0,0.0,119853.0,6,2,-448,24.0,4,365243.0,-416.0,365243.0,0.0
12851,280871,0,1,2,1,184500.0,1125000.0,33025.5,1125000.0,2,1,1,1,-10023,-728,-3667,-2623,3,1,4,0.31669744101946,0.6596124184726454,0.511891801533151,2463244,3,-1585,-1613.0,9046.44,9046.44,3,9046.44,60300.0,50652.0,9648.0,60300.0,5,8,-1679,6.0,3,365243.0,-1645.0,-1488.0,0.0
12852,298234,0,1,2,2,81000.0,634482.0,18679.5,454500.0,1,1,1,1,-15346,-1476,-2867,-4888,7,11,4,0.7707348485050982,0.3043394183233762,0.6801388218428291,1963349,2,-1252,-1259.0,10918845.0,10918845.0,3,10918845.0,62550.0,53550.0,9000.0,62550.0,1,12,-1315,6.0,2,365243.0,-1282.0,-1127.0,0.0
12853,160292,0,1,2,1,202500.0,972000.0,28417.5,972000.0,1,1,1,1,-16871,-4804,-9465,-405,2,11,5,0.552863681213856,0.6328254445536163,0.5602843280409464,1103493,2,-423,-439.0,12443805.0,12443805.0,3,12443805.0,99459.0,97384.5,9949.5,99459.0,3,8,-489,10.0,2,365243.0,-453.0,-296.0,0.0
12854,272509,0,1,2,1,135000.0,704844.0,28084.5,630000.0,1,1,1,1,-15757,-2874,-13811,-4059,4,5,2,0.6672000236072229,0.6707885266268612,0.7267112092725122,1969211,5,-5,-17.0,9811755.0,9811755.0,3,9811755.0,44905.41,53059.5,4.41,44905.41,3,8,-155,6.0,1,365243.0,-125.0,365243.0,1.0
12857,117459,0,1,1,2,135000.0,1067940.0,37966.5,765000.0,2,2,1,2,-13273,-204,-7355,-4725,3,0,4,0.2361104747847169,0.6792406403963357,0.363945238612397,1537008,4,-324,-331.0,2089395.0,2089395.0,3,2089395.0,38088.0,46134.0,0.0,38088.0,6,2,-445,24.0,4,365243.0,-414.0,-171.0,0.0
12858,273802,0,1,2,1,128250.0,480060.0,22509.0,337500.0,1,1,3,1,-15896,-2244,-7169,-4163,6,11,1,0.5296246421676863,0.7530545035149758,0.7281412993111438,1560385,8,-128,-136.0,5738.67,5738.67,3,5738.67,151897.5,151897.5,0.0,151897.5,7,12,-370,36.0,3,365243.0,-338.0,365243.0,0.0
12861,250128,0,1,1,1,225000.0,148365.0,13738.5,135000.0,1,3,2,4,-10188,-268,-1954,-2619,5,12,2,0.1330009993214763,0.4575608599225221,0.375711009574066,1897597,2,-2452,-2465.0,4634955.0,4634955.0,3,4634955.0,26505.0,23094.0,4500.0,26505.0,5,10,-2513,6.0,2,365243.0,-2482.0,-2385.0,1.0
12862,287320,0,1,1,1,180000.0,526491.0,18909.0,454500.0,1,1,1,1,-9850,-2113,-4631,-2515,6,3,4,0.2491036714108397,0.6720187585974793,0.0844731375275294,1085853,3,-429,-437.0,7397.28,7397.28,3,7397.28,67315.5,67315.5,0.0,67315.5,7,4,-524,10.0,3,365243.0,-489.0,-391.0,0.0
12867,224689,0,1,2,1,99000.0,269550.0,14751.0,225000.0,1,1,1,1,-12646,-4495,-5655,-2385,5,5,4,0.6515656340564947,0.5411671412692226,0.4241303111942548,2769701,7,-133,-136.0,6480675.0,6480675.0,3,6480675.0,57123.0,64305.0,0.0,57123.0,1,9,-343,12.0,1,365243.0,-313.0,365243.0,1.0
12870,245120,0,1,1,2,315000.0,552555.0,30105.0,477000.0,4,2,1,1,-14293,-7559,-1134,-4269,4,10,32,0.554499798879614,0.12594880263057365,0.746300213050371,1833265,1,-400,-430.0,16609545.0,16609545.0,3,16609545.0,179955.0,175855.5,17995.5,179955.0,6,11,-432,12.0,3,365243.0,-400.0,-179.0,0.0
12871,218386,0,1,1,1,360000.0,355536.0,21613.5,270000.0,4,1,2,1,-11528,-2832,-1178,-2895,6,2,0,0.31975248086840163,0.4293212624017651,0.2176285202779586,1329465,2,-413,-422.0,8237.7,8237.7,3,8237.7,48600.0,46336.5,4860.0,48600.0,6,10,-483,6.0,3,365243.0,-443.0,-377.0,0.0
12877,188502,0,1,2,1,337500.0,900000.0,26316.0,900000.0,1,1,1,1,-19520,-1531,-11056,-3052,5,11,4,0.7483189562467223,0.7315078558912134,0.6879328378491735,2037121,3,-226,-235.0,11130.21,11130.21,3,11130.21,63000.0,63000.0,0.0,63000.0,3,0,-317,6.0,3,365243.0,-286.0,-131.0,0.0
12881,168702,0,2,2,1,202500.0,585000.0,29250.0,585000.0,2,1,1,1,-16109,-1914,-4256,-4406,5,3,4,0.4724867212476712,0.6227853346791931,0.722392890081304,2626771,3,-636,-655.0,17093115.0,17093115.0,3,17093115.0,168655.5,183127.5,0.0,168655.5,4,12,-729,12.0,3,365243.0,-696.0,-390.0,0.0
12889,137914,0,1,2,1,225000.0,1293502.5,35698.5,1129500.0,3,2,1,1,-19852,365243,-4581,-3368,5,7,8,0.7008824935241629,0.446776317346055,0.5262949398096192,1130258,3,-1482,-1493.0,16281.9,16281.9,3,16281.9,149220.0,145377.0,14922.0,149220.0,7,4,-1573,10.0,3,365243.0,-1542.0,-1265.0,0.0
12895,212919,0,1,2,2,157500.0,1127074.5,37377.0,922500.0,1,1,1,1,-14262,-1921,-4331,-4338,1,2,5,0.46987672122866,0.6516538759316698,0.622922000268356,1002763,9,-1510,-1550.0,3833775.0,3833775.0,3,3833775.0,30465.0,28107.0,4500.0,30465.0,2,1,-1805,10.0,2,365243.0,-1750.0,-1478.0,0.0
12897,169156,0,1,1,3,198000.0,755190.0,36459.0,675000.0,2,4,1,1,-9905,-2712,-1792,-2575,2,12,0,0.08282385758718322,0.6329575430340724,0.4543210601605785,1801126,1,-1057,-1075.0,6122835.0,6122835.0,3,6122835.0,47178.0,51331.5,0.0,47178.0,6,6,-1088,10.0,1,365243.0,-1057.0,-777.0,0.0
12901,108923,0,1,1,2,180000.0,382500.0,25560.0,382500.0,1,1,1,1,-14481,-883,-8504,-487,4,7,4,0.5403007238803248,0.7686865488399409,0.3001077565791181,1387345,2,-649,-658.0,12026.7,12026.7,3,12026.7,78751575.0,63000.0,15751575.0,78751575.0,4,1,-711,6.0,1,365243.0,-679.0,-526.0,0.0
12902,296010,0,1,2,1,225000.0,808650.0,23175.0,675000.0,3,1,1,1,-22900,365243,-1214,-1305,1,3,8,0.8396260707362176,0.3956581571088009,0.4066174366275036,1310012,5,-2398,-2408.0,1881.0,1881.0,3,1881.0,17100.0,16915.5,1710.0,17100.0,7,12,-2549,12.0,2,365243.0,-2518.0,-2171.0,1.0
12903,230348,0,1,2,2,189000.0,490495.5,26262.0,454500.0,4,2,1,1,-12769,-69,-6901,-3963,4,4,10,0.6923190277650111,0.460797400428608,0.3123653692278984,2412837,2,-1309,-1326.0,11222.19,11222.19,3,11222.19,90517.5,99477.0,0.0,90517.5,6,8,-1370,12.0,2,365243.0,-1339.0,-1005.0,0.0
12904,103806,0,1,1,1,270000.0,1837629.0,48604.5,1642500.0,2,1,1,1,-17594,-491,-6224,-1135,5,7,3,0.8043859107172237,0.626819698030074,0.3201633668633456,2099960,11,-1978,-1983.0,25755075.0,25755075.0,1,25755075.0,225000.0,239850.0,0.0,225000.0,7,9,-2308,12.0,1,365243.0,-2278.0,-1944.0,1.0
12906,239415,0,1,2,1,225000.0,1546020.0,45333.0,1350000.0,2,2,1,2,-11828,-165,-1480,-1482,1,0,4,0.7270089702576971,0.7422630800793723,0.4365064990977374,1522031,6,-1874,-1900.0,5583105.0,11025.0,3,5583105.0,42016.5,40932.0,4203.0,42016.5,7,9,-2059,10.0,2,365243.0,-2024.0,-1779.0,0.0
12917,210188,0,1,2,2,117000.0,536917.5,27544.5,463500.0,1,1,1,1,-10538,-361,-10517,-71,6,3,24,0.1962443055813018,0.27695677012347897,0.5046813193144684,1084776,3,-162,-174.0,11043.63,11043.63,3,11043.63,54333.0,51318.0,5436.0,54333.0,5,2,-253,5.0,3,365243.0,-222.0,-97.0,0.0
12924,134786,1,1,1,3,225000.0,239850.0,28593.0,225000.0,1,1,1,1,-11609,-3967,-1162,-3947,4,3,15,0.30736388603199416,0.2546437264263656,0.17982176508970435,1189591,11,-291,-298.0,854.91,854.91,3,854.91,15669.0,18976.5,0.0,15669.0,5,9,-622,24.0,4,365243.0,-591.0,-193.0,0.0
12932,176676,0,1,2,1,265500.0,1762110.0,46480.5,1575000.0,1,1,1,1,-16685,-7977,-564,-221,5,11,22,0.6580053573364804,0.4021283440199701,0.5937175866150576,1017247,4,-1595,-1610.0,366481215.0,366481215.0,3,24624.0,497250.0,384750.0,112500.0,497250.0,4,4,-1723,24.0,1,365243.0,-1685.0,-1587.0,0.0
12933,244153,0,1,2,1,135000.0,237024.0,10570.5,180000.0,4,1,1,1,-16962,-1605,-4572,-504,3,4,43,0.3708702039193129,0.5919519944744336,0.4507472818545589,2517293,1,-1188,-1199.0,12987225.0,12987225.0,3,12987225.0,66631.5,63054.0,13500.0,66631.5,2,2,-1219,6.0,2,365243.0,-1188.0,-1032.0,0.0
12939,239121,0,1,2,2,135000.0,545040.0,25407.0,450000.0,1,1,1,1,-19316,-7639,-9546,-199,5,10,5,0.6642237538526367,0.4693001956276066,0.6738300778602003,2496142,3,-281,-291.0,28956735.0,28956735.0,3,28956735.0,148725.0,155106.0,0.0,148725.0,2,5,-374,6.0,1,365243.0,-341.0,-215.0,0.0
12940,293700,0,1,2,1,135000.0,450000.0,17095.5,450000.0,1,1,1,2,-13441,-1401,-7341,-714,2,2,2,0.3094604622288021,0.4976347353855857,0.4507472818545589,2728840,8,-1964,-1986.0,3165.3,3165.3,3,3165.3,24300.0,23674.5,2430.0,24300.0,2,5,-2205,10.0,2,365243.0,-2174.0,-1892.0,1.0
12943,109058,0,1,2,2,135000.0,314055.0,16033.5,238500.0,1,1,4,1,-15569,-8918,-7324,-4723,6,6,4,0.5030877697835319,0.615644282368553,0.6863823354047934,1698520,1,-2680,-2710.0,4871.79,4871.79,3,4871.79,34425.0,17100.0,17325.0,34425.0,6,11,-2737,4.0,2,365243.0,-2680.0,-2645.0,0.0
12951,205717,0,1,2,1,180000.0,904500.0,35869.5,904500.0,1,1,5,1,-17345,-5309,-5676,-859,2,1,2,0.6173713206525918,0.6787449460185663,0.5620604831738043,1285075,2,-658,-673.0,11182.59,11182.59,3,11182.59,58464.0,61551.0,0.0,58464.0,6,2,-719,6.0,1,365243.0,-688.0,-564.0,0.0
12953,250951,0,1,1,2,153000.0,1350000.0,53541.0,1350000.0,1,1,1,1,-11935,-3953,-6033,-3787,4,3,6,0.4875946915700302,0.6860575304022711,0.622922000268356,2586095,1,-1783,-1799.0,6587145.0,6587145.0,3,6587145.0,56398.5,57037.5,4500.0,56398.5,3,5,-1814,12.0,2,365243.0,-1783.0,-1446.0,0.0
12958,208286,0,1,1,1,40500.0,112500.0,5409.0,112500.0,3,1,3,1,-23572,365243,-10795,-4526,3,5,8,0.6270164965897126,0.769141157933457,0.5352762504724826,2394099,9,-71,-89.0,3842145.0,3842145.0,3,3842145.0,27490.5,30213.0,0.0,27490.5,5,9,-341,10.0,1,365243.0,-311.0,-38.0,1.0
12959,129231,0,1,2,2,112500.0,523597.5,36571.5,468000.0,1,2,2,6,-11458,-3097,-5198,-2197,2,17,2,0.6907558792335686,0.4119978609246109,0.6832688314232291,2702212,4,-1133,-1163.0,4796325.0,4796325.0,3,4796325.0,24395.4,23004.0,2475.9,24395.4,6,0,-1263,6.0,2,365243.0,-1223.0,-1066.0,0.0
12962,287925,0,1,1,3,180000.0,1256400.0,36864.0,900000.0,2,2,1,1,-18424,-6269,-815,-1950,5,12,5,0.7049545071197059,0.7267051455739335,0.2778856891082046,2746588,6,-1541,-1556.0,3019.05,3019.05,3,3019.05,29250.0,25542.0,9000.0,29250.0,5,14,-1722,12.0,2,365243.0,-1691.0,-1412.0,0.0
12964,235072,0,1,1,1,247500.0,672453.0,20515.5,580500.0,1,1,1,1,-13405,-205,-4938,-4956,5,9,2,0.1970710304334912,0.4852892474661919,0.4066174366275036,1362060,3,-603,-614.0,9890.01,9890.01,3,9890.01,51705.0,54436.5,0.0,51705.0,5,2,-694,6.0,1,365243.0,-663.0,-538.0,0.0
12965,264971,0,2,1,2,180000.0,270000.0,13500.0,270000.0,2,1,1,1,-12097,-2412,-5925,-3816,5,5,37,0.3454752993243363,0.3868045277235578,0.4938628816996244,1359412,10,-1804,-1828.0,4116.87,4116.87,3,4116.87,31405.5,32782.5,1575.0,31405.5,7,12,-2105,12.0,2,365243.0,-2074.0,-1741.0,0.0
12971,297271,0,1,1,4,180000.0,723996.0,37093.5,585000.0,2,1,1,1,-15210,-4744,-4541,-4537,3,0,4,0.4247642013840735,0.7450518788197301,0.6894791426446275,2820000,9,-470,-477.0,12852.9,12852.9,3,12852.9,137700.0,137700.0,0.0,137700.0,4,5,-741,12.0,3,365243.0,-710.0,-374.0,0.0
12976,247111,0,1,2,1,112500.0,285453.0,14701.5,193500.0,1,1,1,1,-11904,-1716,-4049,-1364,1,5,2,0.7254958673775603,0.4092829291312454,0.3962195720630885,1028644,11,-792,-801.0,10296585.0,10296585.0,3,10296585.0,97204.5,96718.5,9724.5,97204.5,4,0,-1124,12.0,1,365243.0,-1092.0,-757.0,0.0
12978,204952,0,1,1,1,441000.0,1699740.0,88141.5,1575000.0,4,2,1,1,-12802,-3001,-454,-4841,7,5,6,0.6523799572837065,0.7128087540130101,0.8016009030071296,2788821,6,-158,-181.0,120834945.0,120834945.0,3,23459.13,254250.0,228825.0,25425.0,254250.0,2,8,-355,12.0,1,365243.0,-308.0,-147.0,0.0
12983,168807,0,1,2,1,256500.0,490495.5,27387.0,454500.0,1,1,3,1,-11752,-1006,-5738,-3030,6,0,1,0.276748240252906,0.3900407834332103,0.1008037063175332,1659786,6,-1131,-1146.0,5029.65,5029.65,3,5029.65,49963.5,54909.0,0.0,49963.5,4,7,-1312,12.0,4,365243.0,-1281.0,-693.0,0.0
12989,281520,0,1,1,1,202500.0,675000.0,45108.0,675000.0,1,2,1,3,-13922,-3518,-3545,-4401,1,14,23,0.8193470835715962,0.5700501123009705,0.5567274263630174,2578552,6,-2658,-2658.0,6927435.0,6927435.0,3,6937.11,36598.5,34564.5,3663.0,36598.5,1,3,-2839,6.0,3,365243.0,-2808.0,-2651.0,1.0
12990,204553,0,1,1,2,225000.0,508495.5,24592.5,454500.0,1,1,1,1,-19249,-6094,-6840,-2768,2,5,17,0.5796628225216682,0.5705913470319232,0.6246146584503397,1617541,10,-1940,-1950.0,13516245.0,13516245.0,3,13516245.0,128070.0,126675.0,12807.0,128070.0,1,4,-2241,12.0,1,365243.0,-2210.0,-1878.0,0.0
12993,135559,0,1,2,2,90000.0,157050.0,10750.5,112500.0,1,1,1,1,-11172,-602,-4896,-3679,2,4,4,0.5944879800845912,0.5050531230169609,0.42765737003502935,1714531,3,-2439,-2431.0,6873885.0,6871.77,3,6873885.0,36261.0,34249.5,3627.0,36261.0,6,8,-2530,6.0,2,365243.0,-2499.0,-2340.0,1.0
12999,276162,0,1,2,3,247500.0,681444.0,24606.0,517500.0,1,2,1,1,-11935,-4932,-3457,-2610,4,4,7,0.4858324560600321,0.578118353022619,0.5513812618027899,1510078,3,-1226,-1241.0,8890.65,8890.65,3,8890.65,74466.0,77386.5,4050.0,74466.0,3,8,-1317,12.0,2,365243.0,-1286.0,-1103.0,0.0
13001,132712,0,1,2,1,270000.0,1800000.0,66708.0,1800000.0,3,1,1,1,-19871,365243,-7647,-3240,5,9,8,0.5138728714032784,0.7156296024875405,0.3706496323299817,2565739,8,-270,-301.0,25167645.0,25167645.0,3,25167645.0,249727.5,268236.0,0.0,249727.5,1,13,-511,12.0,3,365243.0,-480.0,-232.0,0.0
13005,196779,0,1,1,1,405000.0,1800000.0,62568.0,1800000.0,1,2,1,1,-13031,-579,-973,-4945,5,2,7,0.7020505321589022,0.6715076536964311,0.5262949398096192,1425921,6,-1574,-1582.0,2438.46,2438.46,3,2438.46,54070.56,54067.5,3.06,54070.56,7,9,-1755,24.0,4,365243.0,-1724.0,-1181.0,0.0
